0	3
1	1
2	3
5	1
7	1
9	1
11	1
13	1
14	11
15	1
16	11
17	1
18	11
19	1
20	5
21	7
22	1
23	7
24	7
25	5
26	1
29	7
30	7
31	8
32	1
33	1
34	7
35	7
36	8
37	1
38	8
39	7
40	9
41	9
42	7
43	9
44	7
45	1
46	9
47	7
48	9
49	7
50	9
51	7
52	1
53	7
54	1
55	7
56	1
57	7
58	7
59	7
60	3
61	1
62	17
63	1
64	3
65	1
66	17
67	1
68	17
69	1
70	17
71	1
73	1
74	17
75	1
76	17
77	1
78	17
79	17
80	17
81	1
82	16
83	23
84	1
85	23
86	1
87	23
88	1
89	23
90	1
91	23
92	1
93	23
94	1
95	23
97	1
98	23
99	1
100	23
101	1
102	23
103	1
104	1
105	23
106	1
107	10
108	1
110	17
112	1
115	1
116	13
117	1
118	13
120	1
121	15
122	15
123	15
124	10
125	15
126	10
127	15
128	10
129	15
130	15
131	15
132	18
133	15
134	18
135	15
136	18
137	15
138	18
139	15
140	18
141	18
142	15
143	18
144	26
145	15
146	26
147	15
148	26
149	15
151	15
152	26
153	15
154	26
155	15
156	26
157	15
158	26
159	86
160	26
161	86
162	15
163	51
166	15
167	6
170	6
172	6
174	6
175	63
176	63
177	6
178	6
180	6
181	6
182	63
183	6
184	51
185	21
186	21
187	6
188	21
189	6
190	21
191	6
192	21
193	21
194	6
195	6
196	6
197	17
198	6
199	16
200	6
201	23
202	6
203	1
204	6
205	1
206	6
207	1
208	1
209	6
210	1
212	6
216	7
218	7
219	7
220	1
221	1
222	6
223	1
224	6
225	20
229	20
231	20
233	20
235	20
241	7
243	7
244	8
245	7
246	8
247	22
248	9
249	9
250	42
251	9
252	42
253	9
254	42
255	100
256	42
257	100
258	100
259	42
260	100
261	42
262	100
263	42
264	22
265	42
266	7
267	8
268	100
269	7
270	100
272	7
273	6
274	7
275	6
276	7
277	6
278	7
279	7
280	6
281	7
282	7
283	6
284	7
285	6
286	6
287	7
288	7
289	1
290	7
291	7
292	7
293	6
294	7
295	6
296	7
297	7
298	7
299	7
300	6
301	7
302	6
303	6
304	7
305	6
306	6
307	7
308	6
309	7
310	6
311	7
312	6
313	7
314	6
315	6
316	7
317	6
318	7
319	6
320	7
321	6
322	9
323	9
324	9
325	7
326	9
327	9
328	9
329	6
330	9
331	6
332	9
333	6
334	9
335	7
336	9
337	6
338	9
339	6
340	9
341	7
342	6
343	7
344	6
345	7
346	6
347	7
348	6
349	4
350	41
351	41
352	26
353	41
354	26
355	41
356	41
357	26
358	4
359	4
360	41
361	4
362	7
363	26
364	7
365	41
366	4
367	7
368	4
369	7
370	4
371	7
372	41
373	41
374	26
375	41
376	41
377	41
378	26
379	7
380	4
381	7
382	4
383	26
384	41
385	26
386	26
387	4
388	7
389	4
390	7
391	4
393	26
394	4
395	26
396	4
397	4
398	15
399	15
400	4
401	15
402	4
403	15
404	4
405	16
406	28
407	1
408	28
409	1
410	28
411	28
412	1
413	2
414	3
415	3
416	1
417	3
418	1
419	3
420	1
421	3
422	1
423	2
424	3
425	2
426	3
427	2
429	2
430	3
431	11
433	7
436	7
438	7
441	7
444	42
445	32
446	42
447	22
448	42
449	42
451	7
454	6
455	7
456	7
457	6
458	7
459	6
460	7
461	6
462	4
463	4
464	7
465	4
466	4
468	4
469	4
470	19
471	15
472	4
473	100
474	4
475	100
476	4
477	100
478	4
479	100
480	4
481	4
482	100
483	7
484	4
485	8
486	4
487	4
488	22
489	4
490	22
491	4
492	4
493	22
494	4
495	22
496	4
497	4
498	22
499	22
500	2
501	22
502	4
503	2
504	4
505	2
506	4
507	4
508	25
509	4
510	25
511	25
512	4
513	6
514	10
515	10
516	6
517	6
518	10
519	6
520	10
521	6
522	10
523	6
524	10
525	6
527	10
528	15
529	10
530	10
531	15
532	10
533	10
534	15
535	15
536	10
537	15
538	10
539	15
540	19
541	10
542	15
544	10
545	8
546	1
547	8
548	1
549	8
550	1
551	8
552	1
553	8
554	1
555	8
556	8
557	8
558	1
559	8
560	3
561	1
563	1
564	10
565	1
566	10
567	1
568	3
569	1
570	10
572	4
573	4
574	4
575	25
576	4
577	18
578	15
579	4
580	4
581	15
582	18
583	4
584	21
585	4
586	15
587	15
588	21
589	4
590	21
591	4
592	4
593	21
594	4
595	21
596	4
597	21
598	34
599	108
600	15
603	18
604	21
605	18
606	31
607	15
608	4
609	15
610	4
611	15
612	4
613	15
614	4
615	15
616	4
617	15
618	4
619	4
620	21
621	4
622	15
623	34
624	21
625	4
626	4
628	15
629	51
630	41
631	26
632	41
633	41
634	18
635	38
636	55
637	12
638	12
639	1
640	6
641	50
642	6
643	50
644	50
645	6
648	6
649	6
650	6
651	6
652	21
654	6
655	4
656	4
657	6
658	6
659	10
660	87
661	10
662	87
664	10
665	87
666	10
668	87
669	10
670	10
671	87
672	10
674	10
675	87
676	18
677	10
678	87
679	18
680	87
681	10
682	18
683	10
684	18
685	10
687	6
688	10
689	10
690	6
691	6
692	10
694	12
695	6
696	12
697	6
698	12
699	6
700	12
701	51
703	101
704	101
705	1
706	23
707	3
708	1
709	3
710	36
711	15
712	25
713	6
714	12
715	12
716	12
717	12
718	9
719	57
720	27
721	57
722	9
723	57
724	9
725	57
726	27
727	9
728	27
729	57
730	27
731	57
732	9
733	27
734	57
735	57
736	9
737	27
738	57
739	9
740	57
742	57
743	9
744	27
746	57
747	58
748	58
749	57
750	58
751	58
752	57
753	58
754	57
755	41
756	27
757	41
758	9
759	27
760	22
761	9
762	9
763	30
764	44
765	27
766	30
768	37
769	25
770	10
771	6
772	13
773	13
774	6
775	13
776	6
777	13
778	6
779	13
780	6
781	55
782	12
783	6
784	12
785	6
786	6
787	12
788	6
790	7
791	88
792	7
793	88
794	88
795	7
796	88
797	7
798	88
799	88
800	85
801	88
802	85
803	7
804	85
805	88
806	89
807	88
808	7
809	89
810	7
811	89
812	88
813	7
814	89
815	88
816	89
817	89
818	88
819	1
820	8
821	1
822	8
823	1
824	8
825	1
826	8
827	1
828	2
829	1
830	2
831	1
832	2
833	1
834	1
835	8
836	1
837	28
838	1
839	28
840	1
841	17
842	24
843	17
844	10
845	10
846	6
847	6
848	10
849	10
850	102
851	17
852	102
854	100
855	7
856	100
857	7
858	100
859	100
860	5
861	4
862	5
863	4
864	5
865	1
866	4
867	1
874	12
875	6
876	12
878	6
879	12
880	12
881	6
882	8
883	1
884	8
885	1
886	1
887	8
888	1
889	8
890	1
891	8
892	1
893	8
894	1
895	8
896	28
897	1
898	28
899	1
900	28
901	1
902	28
903	1
904	28
905	1
906	28
907	1
908	28
909	1
910	28
911	1
913	11
914	1
915	103
916	1
917	1
918	103
919	1
921	103
922	102
923	1
924	11
925	1
926	1
927	28
928	4
929	15
930	4
931	15
932	4
933	15
934	4
935	15
936	4
937	15
938	4
939	4
940	4
941	15
942	4
943	15
944	4
945	15
946	4
948	15
951	15
952	6
953	15
954	21
955	21
956	4
957	21
958	15
959	4
960	20
962	9
964	9
966	9
968	9
971	9
972	9
973	9
974	9
975	9
976	9
977	7
978	9
979	7
980	9
981	7
982	9
983	7
984	9
985	7
986	9
987	7
988	9
989	7
990	9
991	9
992	7
993	30
994	9
995	9
996	30
997	104
998	30
999	39
1000	27
1001	30
1002	39
1003	43
1004	30
1005	43
1006	43
1007	43
1008	15
1009	4
1010	15
1011	4
1012	15
1013	4
1014	15
1015	4
1016	15
1017	4
1018	15
1019	4
1020	15
1021	15
1022	21
1023	4
1024	4
1025	15
1026	75
1027	21
1028	18
1029	18
1030	4
1031	31
1032	31
1033	21
1034	31
1035	21
1036	31
1037	21
1038	31
1039	21
1040	31
1041	31
1042	21
1043	31
1044	21
1045	31
1046	15
1047	21
1048	21
1049	54
1050	34
1051	35
1052	4
1053	34
1054	4
1055	4
1056	25
1057	4
1058	25
1059	4
1060	25
1061	4
1062	25
1063	4
1064	25
1065	4
1066	25
1067	4
1068	6
1069	10
1070	10
1072	26
1073	18
1074	4
1075	4
1076	6
1078	12
1079	12
1080	6
1081	6
1082	15
1083	6
1084	15
1087	1
1088	3
1089	3
1090	80
1091	79
1092	1
1093	1
1094	12
1095	25
1096	6
1097	4
1098	15
1099	4
1100	4
1101	15
1102	4
1103	15
1104	6
1105	6
1106	9
1107	30
1108	34
1110	9
1111	6
1112	9
1113	40
1116	40
1117	90
1118	40
1119	40
1120	120
1121	40
1122	40
1123	40
1124	40
1125	40
1126	90
1127	40
1128	105
1129	90
1130	40
1131	105
1132	40
1133	105
1134	90
1135	90
1136	40
1138	40
1140	105
1143	40
1145	40
1147	40
1149	40
1151	40
1153	40
1155	40
1157	40
1162	90
1167	40
1168	40
1169	40
1171	40
1172	40
1173	40
1174	9
1175	39
1176	9
1177	9
1178	30
1179	9
1180	9
1181	33
1182	9
1183	7
1184	9
1185	44
1186	9
1187	58
1188	9
1189	9
1190	8
1191	9
1192	59
